image_id,target
c9fbdd6dbbd3e5246b0184824f681e0f,0.3428806960582733
b12232ebf575db0226671621146f76e1,0.9036815166473389
e713fe6ed28f23aed83f54c56ff30189,0.789905309677124
754b90e60a89d03d18dbf9b30cce6eec,0.3718988001346588
d7494cea30e4fa1e4b4ebd0ecc6e03e5,0.2920157015323639
fb4dfacc089f4b5550f03f52e706b6f2,0.3371288776397705
fc460aa7f3cdc18f224d1de7aa405893,0.3545364737510681
88d2ce200de6d068f75bd22fe9c9ff99,0.3646768033504486
9f8b0424d8c2a0856a5c7aed3a7753e2,0.7860618233680725
461047418073179170ff04527460a0c6,0.19103670120239258
4cf0e4032e75d8766b1a3881e8975fe7,0.9989284873008728
6cd9d28658e91fe717e33e2f8b10e81a,0.3004578948020935
aef93e49694dfe1a10e508ec299d2857,0.07400088012218475
dd0dffca34bf56e24fa0fe2fc04ead94,0.9029946327209473
f3e203d1372f41c6d574914254cb6529,0.9931496977806091
70b513210efb66bdbb469eeb3b3266d5,0.7458268404006958
6ebfa96ac20b0558ad4d0ff155df4035,0.9975749850273132
de07cbf13e57a0f0f7c63f7ea5baf9a5,0.6252130270004272
52c4db1817a8262a7c2afa9c49a4210c,0.9959795475006104
bd27d79dffb6c8668a1e3da61e90a74f,0.997386634349823
89d69479402c09787ae6663d2536a200,0.9849610328674316
8ca35bde756454ae2789f75ad12dfa1a,0.9978431463241577
fabac1af1db73f2ee503f521e9659b72,0.42857441306114197
191b17a545a133660df08ad6b228c7ea,0.7693644165992737
a45f609b1a50d56739f3ee575b70badb,0.6556435823440552
12202997d3fc0d506d2514a4c1995d15,0.6339476108551025
710700d3055a746543394296d1fb736e,0.020143814384937286
c5026a45c2acc85937d1f13c2638f97c,0.9860988855361938
20adb39b3684a4a5315c6c07c11f6a85,0.9540817141532898
d01fbe2917243929e0ee234ae8cbad45,0.7365821599960327
df1e41c0fec32b45e1c5efa0044cd73f,0.8074986934661865
a108e6acd0acf01feb7cbcc8a2f41965,0.9675065875053406
a197da40ea602ae169a5bb958e58e65d,0.742171049118042
a7b95bc6823cdde758fc58a57885ca20,0.9916583895683289
d5eb588f1db4fb6f311885be0a4aa6d3,0.8315619230270386
a6a9a60f22b70029f82e04bd2d5823cd,0.9839543104171753
4aa26eed11820103f29614a3a42c2d4e,0.6032848358154297
d21b756f5ab5cdb2b8e54fb8f4c3e3d0,0.47624656558036804
f18f78dc60869c8b9e96393876669b9e,0.9927567839622498
1887e016e569b354a55e3fb4313def83,0.9607369303703308
279ec29b29dbdf10c6311439ffaa6e03,0.9591835737228394
7441457f4e2b2eba4682470448f256c1,0.8896176815032959
ed992d1f541f91a21592114096c55cf9,0.07378868758678436
0c84dad44979c3a7777a8f4f4d9f5f7a,0.9419451951980591
0a8dc3de200bc767169b73a6ab91e948,0.9660676717758179
cb811fdb74fb4f7efafad55da5efb7e6,0.9945350885391235
533bf2420ef58839a93d4fcbec6e27ec,0.9495489597320557
65279dbfdffd5d1250e8f7d0293d5727,0.997175931930542
83de33a22bd34496e5a48e703757f955,0.9832167625427246
d0ab6e17c2e03b8b73a2358cfc50a963,0.7606381177902222
e0a9acf9c3eb6a6e4fffcec2aa766456,0.8690720200538635
19e0d6ab0dc61189088d0e149c5871ac,0.4152887761592865
6ae67e95de277c280873ec6a0dd3dc01,0.534391462802887
7199ee845675a788a07d629d325a431a,0.41456982493400574
99710cd2d799534072c187da95e4fd89,0.1293497383594513
8c7341b62afed8980c0cfa1659909be3,0.29455578327178955
eeb1c8fa0a8d21ecd33da05d335d4b18,0.9477704167366028
7f5503caa936a623b4388fbd88e890c5,0.9919204711914062
89f04f147e058dd9899c3868fc135e4f,0.995820164680481
d32a4152c2e7b4d6e658ec58fbeea760,0.8760525584220886
fe619a02b19b72ad527dc3e8642f4afd,0.9610827565193176
d65bd4d5a6fae0e0f6833e1a7dd48399,0.613434374332428
7bd7de8ab22bc204acdede9af49eb354,0.9960558414459229
