image_id,target
c9fbdd6dbbd3e5246b0184824f681e0f,0.6959649920463562
b12232ebf575db0226671621146f76e1,0.9999071359634399
e713fe6ed28f23aed83f54c56ff30189,0.9992443323135376
754b90e60a89d03d18dbf9b30cce6eec,0.9957653284072876
d7494cea30e4fa1e4b4ebd0ecc6e03e5,0.8221691846847534
fb4dfacc089f4b5550f03f52e706b6f2,0.002234551589936018
fc460aa7f3cdc18f224d1de7aa405893,0.9739176630973816
88d2ce200de6d068f75bd22fe9c9ff99,0.5815579295158386
9f8b0424d8c2a0856a5c7aed3a7753e2,0.0006453071837313473
461047418073179170ff04527460a0c6,0.1889539211988449
4cf0e4032e75d8766b1a3881e8975fe7,0.9969319105148315
6cd9d28658e91fe717e33e2f8b10e81a,0.9524006843566895
aef93e49694dfe1a10e508ec299d2857,0.0009510843083262444
dd0dffca34bf56e24fa0fe2fc04ead94,0.9953382015228271
f3e203d1372f41c6d574914254cb6529,0.9998241066932678
70b513210efb66bdbb469eeb3b3266d5,0.5714581608772278
6ebfa96ac20b0558ad4d0ff155df4035,0.9989385008811951
de07cbf13e57a0f0f7c63f7ea5baf9a5,0.9459954500198364
52c4db1817a8262a7c2afa9c49a4210c,0.998676598072052
bd27d79dffb6c8668a1e3da61e90a74f,0.9997879862785339
89d69479402c09787ae6663d2536a200,0.9999922513961792
8ca35bde756454ae2789f75ad12dfa1a,0.995465099811554
fabac1af1db73f2ee503f521e9659b72,0.5284990072250366
191b17a545a133660df08ad6b228c7ea,0.9483028054237366
a45f609b1a50d56739f3ee575b70badb,0.9536480903625488
12202997d3fc0d506d2514a4c1995d15,0.5145270228385925
710700d3055a746543394296d1fb736e,0.9953674077987671
c5026a45c2acc85937d1f13c2638f97c,0.6493467688560486
20adb39b3684a4a5315c6c07c11f6a85,0.9298868775367737
d01fbe2917243929e0ee234ae8cbad45,0.07953546196222305
df1e41c0fec32b45e1c5efa0044cd73f,0.9914528131484985
a108e6acd0acf01feb7cbcc8a2f41965,0.9994875192642212
a197da40ea602ae169a5bb958e58e65d,0.9760584831237793
a7b95bc6823cdde758fc58a57885ca20,0.9999765157699585
d5eb588f1db4fb6f311885be0a4aa6d3,0.999987006187439
a6a9a60f22b70029f82e04bd2d5823cd,0.9958199262619019
4aa26eed11820103f29614a3a42c2d4e,0.022752957418560982
d21b756f5ab5cdb2b8e54fb8f4c3e3d0,0.9996942281723022
f18f78dc60869c8b9e96393876669b9e,0.99747234582901
1887e016e569b354a55e3fb4313def83,0.9382497668266296
279ec29b29dbdf10c6311439ffaa6e03,0.9980484247207642
7441457f4e2b2eba4682470448f256c1,0.949717104434967
ed992d1f541f91a21592114096c55cf9,0.000863006105646491
0c84dad44979c3a7777a8f4f4d9f5f7a,0.9982956051826477
0a8dc3de200bc767169b73a6ab91e948,0.9994100332260132
