image_id,target
c9fbdd6dbbd3e5246b0184824f681e0f,0.07854335010051727
b12232ebf575db0226671621146f76e1,0.9999986886978149
e713fe6ed28f23aed83f54c56ff30189,0.9999955892562866
754b90e60a89d03d18dbf9b30cce6eec,0.9294757843017578
d7494cea30e4fa1e4b4ebd0ecc6e03e5,0.7116457223892212
fb4dfacc089f4b5550f03f52e706b6f2,0.0021499251015484333
fc460aa7f3cdc18f224d1de7aa405893,0.8416855931282043
88d2ce200de6d068f75bd22fe9c9ff99,0.28770309686660767
9f8b0424d8c2a0856a5c7aed3a7753e2,0.03473644703626633
461047418073179170ff04527460a0c6,0.7503891587257385
4cf0e4032e75d8766b1a3881e8975fe7,0.999998927116394
6cd9d28658e91fe717e33e2f8b10e81a,0.9899663925170898
aef93e49694dfe1a10e508ec299d2857,0.004859247710555792
dd0dffca34bf56e24fa0fe2fc04ead94,0.9998262524604797
f3e203d1372f41c6d574914254cb6529,0.9999898672103882
70b513210efb66bdbb469eeb3b3266d5,0.9858623147010803
6ebfa96ac20b0558ad4d0ff155df4035,0.9810572862625122
de07cbf13e57a0f0f7c63f7ea5baf9a5,0.9059446454048157
52c4db1817a8262a7c2afa9c49a4210c,0.9999972581863403
bd27d79dffb6c8668a1e3da61e90a74f,0.9999972581863403
89d69479402c09787ae6663d2536a200,1.0
8ca35bde756454ae2789f75ad12dfa1a,0.9998490810394287
fabac1af1db73f2ee503f521e9659b72,0.9317814707756042
191b17a545a133660df08ad6b228c7ea,0.9645817875862122
a45f609b1a50d56739f3ee575b70badb,0.9651893973350525
12202997d3fc0d506d2514a4c1995d15,0.8873422741889954
710700d3055a746543394296d1fb736e,0.9836439490318298
c5026a45c2acc85937d1f13c2638f97c,0.9840330481529236
20adb39b3684a4a5315c6c07c11f6a85,0.9971517324447632
d01fbe2917243929e0ee234ae8cbad45,0.017338262870907784
df1e41c0fec32b45e1c5efa0044cd73f,0.9996238946914673
a108e6acd0acf01feb7cbcc8a2f41965,0.9998300075531006
a197da40ea602ae169a5bb958e58e65d,0.9796624779701233
a7b95bc6823cdde758fc58a57885ca20,0.9999990463256836
d5eb588f1db4fb6f311885be0a4aa6d3,0.9999984502792358
a6a9a60f22b70029f82e04bd2d5823cd,0.9988532066345215
4aa26eed11820103f29614a3a42c2d4e,0.10652489215135574
d21b756f5ab5cdb2b8e54fb8f4c3e3d0,0.9999977350234985
f18f78dc60869c8b9e96393876669b9e,0.9999977350234985
